--- watch ---
3-gatsu no Lion | Akari Kawamoto 🚫 ($disable)
Tatoe Todokanu Ito da to Shite mo | Uta (TodoIto) 🚫 ($disable)
Tennen Gyaru Kawaguchi-san! | Kirika Kawaguchi
Tennis no Ouji-sama | Ryoma Echizen 🚫 ($disable)
Tennis no Ouji-sama | Sakuno Ryuuzaki 🚫 ($disable)
The Maid Who Can't Hide Her Feelings | Meika 🚫 ($disable)
Tsubaki-chou Lonely Planet | Fumi Oono 🚫 ($disable)
Tsubaki-chou Lonely Planet | Isshin Aioi 🚫 ($disable)
Tsubaki-chou Lonely Planet | Yoh Tobiume 🚫 ($disable)
Tsuki ga Kirei Desu ne | Chiru Kasuga 🚫 ($disable)
Tsuki ga Kirei Desu ne | Senri Shinonome 🚫 ($disable)
Ubume no Natsu | Chuuzenji Akihiko
Ubume no Natsu | Reijiro Enokizu
Ubume no Natsu | Shutaro Kiba
Ubume no Natsu | Tatsumi Sekiguchi
Umi no Misaki | Karin Nagumo 🚫 ($disable)
Umi no Misaki | Keiko Satomi 🚫 ($disable)
Umi no Misaki | Nagi Goto 🚫 ($disable)
Umi no Misaki | Rinne Nagumo 🚫 ($disable)
Umi no Misaki | Shizuku Narumi 🚫 ($disable)
Umi no Misaki | Soyogi Mitsurugi 🚫 ($disable)
Umi no Misaki | Tamae Kisaragi 🚫 ($disable)
Utakata no Minato | Irie Akari 🚫 ($disable)
Utakata no Minato | Kimi Mizuhara 🚫 ($disable)
Versailles no Bara | Charlotte de Polignac 🚫 ($disable)
Versailles no Bara | Jeanne Valois de la Motte 🚫 ($disable)
Versailles no Bara | Marie Antoinette (VnB) 🚫 ($disable)
Versailles no Bara | Oscar François de Jarjeyes 🚫 ($disable)
Versailles no Bara | Rosalie Lamorlière 🚫 ($disable)
Waiting for Spring | Aya Kamiyama 🚫 ($disable)
Waiting for Spring | Mitsuki Haruno 🚫 ($disable)
Waiting for Spring | Towa Asakura 🚫 ($disable)
Waratte! Sotomura-san | Mika Haruno 🚫 ($disable)
Waratte! Sotomura-san | Natsuki Sotomura 🚫 ($disable)
Watashi no Shounen | Mashuu Hayami
Watashi no Shounen | Satoko Tawada
Watashitachi wa Koi wo Shiranai | Yuki Amano
Yagate Kimi ni Naru | Akari Hyuuga 🚫 ($disable)
Yagate Kimi ni Naru | Haru Edamoto 🚫 ($disable)
Yagate Kimi ni Naru | Koyomi Kanou 🚫 ($disable)
Yagate Kimi ni Naru | Miyako Kodama 🚫 ($disable)
Yagate Kimi ni Naru | Rei Koito 🚫 ($disable)
Yagate Kimi ni Naru | Riko Hakozaki 🚫 ($disable)
Yagate Kimi ni Naru | Sayaka Saeki 🚫 ($disable)
Yagate Kimi ni Naru | Seiji Maki 🚫 ($disable)
Yagate Kimi ni Naru | Suguru Doujima 🚫 ($disable)
Yagate Kimi ni Naru | Touko Nanami 🚫 ($disable)
Yandere Kanojo | Garasu Tsukihitsugi 🚫 ($disable)
Yandere Kanojo | Hijiri Yoshimoto 🚫 ($disable)
Yandere Kanojo | Kouichirou Ryuuzaki 🚫 ($disable)
Yandere Kanojo | Mayami Tanaka 🚫 ($disable)
Yandere Kanojo | Reina Ryuuzaki 🚫 ($disable)
Yasashii Sekai no Tsukurikata | Aoi Hirose 🚫 ($disable)
Yasashii Sekai no Tsukurikata | Haruka Kusakabe 🚫 ($disable)
Yasashii Sekai no Tsukurikata | Tooko Toono 🚫 ($disable)
Yasashii Sekai no Tsukurikata | Yuu Tomonoga 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Aya Kouenji 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Himelda 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Kana Sudou 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Mangetsu Ootorii 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Minori Hamura 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Rei (YRnHw) 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Yomi Fuguruma 🚫 ($disable)
Yonakano Reiji ni Harem wo!! | Yonakano Reiji 🚫 ($disable)
Yuki no Shita no Qualia | Akio Kobayashi
Yuki no Shita no Qualia | Umi Oohashi
Yuragi-sou no Yuuna-san | Nonko Arahabaki 🚫 ($disable)
Yuragi-sou no Yuuna-san | Sagiri Ameno 🚫 ($disable)
Yuragi-sou no Yuuna-san | Yaya Fushiguro 🚫 ($disable)
Yuragi-sou no Yuuna-san | Yuuna Yunohana 🚫 ($disable)
Yuri Natsu -Kagaya Inn- | Kuki Kagaya 🚫 ($disable)
Yuri Natsu -Kagaya Inn- | Miki Kagaya 🚫 ($disable)
Yuri Natsu -Kagaya Inn- | Sagiyama 🚫 ($disable)
Yuri Natsu -Kagaya Inn- | You Kagaya 🚫 ($disable)
Yuzumori-san | Kaede Yuzumori 🚫 ($disable)
Yuzumori-san | Mimika Noma 🚫 ($disable)
Zekkyou Gakkyuu | Yomi (ZG) 🚫 ($disable)

--- novel ---
Ame no Hi no Iris | Iris Rain Umbrella 🚫 ($disable)
Gekkou | Nonomiya 🚫 ($disable)
Gekkou | Youko Tsukimori 🚫 ($disable)
Hikaru ga Chikyuu ni Ita Koro...... | Akagi Koremitsu 🚫 ($disable)
Hikaru ga Chikyuu ni Ita Koro...... | Aoi Saotome 🚫 ($disable)
Hikaru ga Chikyuu ni Ita Koro...... | Yuu Kanai 🚫 ($disable)
Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi. | Runa Shirakawa 🚫 ($disable)
Rakuin no Monshou | Vileena Owell 🚫 ($disable)
Risuka Series | Risuka Mizukura 🚫 ($disable)
Sekai Series | Kuroneko Byouinzaka 🚫 ($disable)
Soudana, Tashika ni Kawaii Na | Koori Nano 🚫 ($disable)
Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san | Alisa Mikhailovna Kujou 🚫 ($disable)
Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san | Kuze Masachika 🚫 ($disable)
Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san | Mariya Mikhailovna Kujou 🚫 ($disable)
Tonari no Kimi de Atama ga Ippai | Nao Kisaragi 🚫 ($disable)
Tsue to Tsurugi no Wistoria | Will Serholt 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Aya Otonashi 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Daiya Oomine 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Haruaki Usui 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Iroha Shindou 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Kasumi Mogi 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Kazuki Hoshino 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Kokone Kirino 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Koudai Kamiuchi 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Maria Otonashi 🚫 ($disable)
Utsuro no Hako to Zero no Maria | O (ZnM) 🚫 ($disable)
Utsuro no Hako to Zero no Maria | Yuuri Yanagi 🚫 ($disable)
Zaregoto | Ii-chan 🚫 ($disable)

--- non-comp---
2.5 Dimensional Seduction | Mayuri Hanyuu 🚫 ($disable)
2.5 Dimensional Seduction | Mikari Tachibana 🚫 ($disable)
2.5 Dimensional Seduction | Nagomi 🚫 ($disable)
2.5 Dimensional Seduction | Nonoa 🚫 ($disable)
2.5 Dimensional Seduction | Ririsa Amano 🚫 ($disable)
Adachi to Shimamura | Akira Hino 🚫 ($disable)
Adachi to Shimamura | Hougetsu Shimamura 🚫 ($disable)
Adachi to Shimamura | Little Shimamura 🚫 ($disable)
Adachi to Shimamura | Sakura Adachi 🚫 ($disable)
Adachi to Shimamura | Taeko Nagafuji 🚫 ($disable)
Adachi to Shimamura | Tarumi 🚫 ($disable)
Adachi to Shimamura | Yashiro Chikama 🚫 ($disable)
After School | Ichika Kamisato
After School | Shiine Hakozaki
Aishiteru Game wo Owarasetai | Miku Sakura 🚫 ($disable)
Akane-Banashi | Shinta Arakawa 🚫 ($disable)
Akatsuki no Yona | Geun-Tae Lee 🚫 ($disable)
Akatsuki no Yona | Yona 🚫 ($disable)
Ako to Bambi | Kanoko Kojika
Amagami-san Chi no Enmusubi | Asahi Amagami 🚫 ($disable)
Amagami-san Chi no Enmusubi | Yae Amagami 🚫 ($disable)
Amagami-san Chi no Enmusubi | Yuna Amagami 🚫 ($disable)
Ani no Yome to Kurashiteimasu. | Nozomi Kishibe 🚫 ($disable)
Ani no Yome to Kurashiteimasu. | Shino Kishibe 🚫 ($disable)
Ao Ashi | Ashito Aoi 🚫 ($disable)
Ao Ashi | Eisaku Otomo 🚫 ($disable)
Ao Ashi | Hana Ichijo 🚫 ($disable)
Ao Ashi | Jun Marchis Asari 🚫 ($disable)
Ao Ashi | Tatsuya Fukuda 🚫 ($disable)
Ao Ashi | Yuuma Motoki 🚫 ($disable)
Ao no Orchestra | Akine Ritsuko 🚫 ($disable)
Ao no Orchestra | Saeki Nao 🚫 ($disable)
Ao no Orchestra | Sou Harada 🚫 ($disable)
Arakure Ojousama wa Monmon Shiteiru | Tsubaki Kuchinashi 🚫 ($disable)
Asebi to Sora Sekai no Boukensha | Asebi
Asoko de Hataraku Musubu-san | Kondo Musubu 🚫 ($disable)
Ayakashi Triangle | Matsuri Kazamaki 🚫 ($disable)
Ayakashi Triangle | Reo Korogi 🚫 ($disable)
Ayakashi Triangle | Roshka 🚫 ($disable)
Ayakashi Triangle | Shirogane (AT) 🚫 ($disable)
Ayakashi Triangle | Suzu Kanade 🚫 ($disable)
Binetsu Kuukan | Amane Nakanose 🚫 ($disable)
Binetsu Kuukan | Naoya Akasegawa 🚫 ($disable)
Blue Period | Amo Nekoyashiki 🚫 ($disable)
Blue Period | Ayano Aizawa 🚫 ($disable)
Blue Period | Hanakage Maria 🚫 ($disable)
Blue Period | Haruka Hashida 🚫 ($disable)
Blue Period | Kinemi Miki 🚫 ($disable)
Blue Period | Koigakubo 🚫 ($disable)
Blue Period | Maki Kuwana 🚫 ($disable)
Blue Period | Masako Saeki 🚫 ($disable)
Blue Period | Mayu Ooba 🚫 ($disable)
Blue Period | Momoyo Kakinokizaka 🚫 ($disable)
Blue Period | Murai Yakumo 🚫 ($disable)
Blue Period | Ryuji Ayukawa 🚫 ($disable)
Blue Period | Shirota (BP) 🚫 ($disable)
Blue Period | Yatora Yaguchi 🚫 ($disable)
Blue Period | Yotasuke Takahashi 🚫 ($disable)
Boku no Kokoro no Yabai Yatsu | Kana Ichikawa 🚫 ($disable)
Boku no Tsuma wa Kanjou ga Nai | Mina (BokuTsuma) 🚫 ($disable)
Boku no Tsuma wa Kanjou ga Nai | Takuma 🚫 ($disable)
Boy's Abyss | Nagi Aoe 🚫 ($disable)
Boy's Abyss | Reiji Kurose 🚫 ($disable)
Boy's Abyss | Sakuko Akiyama 🚫 ($disable)
Boy's Abyss | Yuko Kurose 🚫 ($disable)
Boy's Abyss | Yuri Shibasawa 🚫 ($disable)
Can't Defy the Lonely Girl | Ayaka Sakurai 🚫 ($disable)
Can't Defy the Lonely Girl | Sora Honda 🚫 ($disable)
Chi no Wadachi | Fukiishi Yuiko 🚫 ($disable)
Chi no Wadachi | Seiichi Osabe 🚫 ($disable)
Chi no Wadachi | Seiko Osabe 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Asuka Nishino 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Chitose Saku 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Haru Aomi 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Yua Uchida 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Yuuko Hiiragi 🚫 ($disable)
Chitose-kun wa Ramune Bin no Naka | Yuzuki Nanase 🚫 ($disable)
Choco Latte | Lilly Ackerman 🚫 ($disable)
Cuprum no Hanayome | Shiina Inumachi 🚫 ($disable)
DAYS | Chikako Ubukata
Dead Dead Demon's Dededede Destruction | Futaba Takemoto 🚫 ($disable)
Dead Dead Demon's Dededede Destruction | Kadode Koyama 🚫 ($disable)
Doughnuts Under a Crescent Moon | Asahi Sato 🚫 ($disable)
Doughnuts Under a Crescent Moon | Hinako Uno 🚫 ($disable)
Expressionless Face Girl and Emotional Face Boy | Kashiwada-san 🚫 ($disable)
Futari Escape | Kouhai (FES) 🚫 ($disable)
Futari Escape | Senpai (FES) 🚫 ($disable)
Fuzoroi no Renri | Iori Tanaka 🚫 ($disable)
Fuzoroi no Renri | Minami Sendou 🚫 ($disable)
Fuzoroi no Renri | Shizuku Nakano 🚫 ($disable)
Gekkan Shoujo Nozaki-kun | Hina Hisakawa 🚫 ($serverdisable)
Gekkan Shoujo Nozaki-kun | Mamiko 🚫 ($serverdisable)
Gekkan Shoujo Nozaki-kun | Rei Kashima 🚫 ($disable)
Gekkan Shoujo Nozaki-kun | Ryosuke Seo 🚫 ($disable)
Gekkan Shoujo Nozaki-kun | Yumeko Nozaki 🚫 ($disable)
Genjitsu de Rabukome Dekinai to Dare ga Kimeta? | Ayano Uenohara 🚫 ($disable)
Gimai Seikatsu | Saki Ayase 🚫 ($disable)
Gimai Seikatsu | Yuuta Asamura 🚫 ($disable)
Hajimete no Suwa-san | Kureha Suwa 🚫 ($disable)
Hakanai Kimi wa Moukou wo Hajimeru | Kagari Fuyukawa
Hakata Tonkotsu Ramens | Misaki Tanaka 🚫 ($disable)
Hakata Tonkotsu Ramens | Zenji Banba 🚫 ($disable)
Hana ni Arashi | Chidori Fujimiya 🚫 ($disable)
Hana ni Arashi | Nanoha Aoba 🚫 ($disable)
Hananoi-kun to Koi no Yamai | Hananoi-kun 🚫 ($disable)
Hananoi-kun to Koi no Yamai | Hotaru Hinase 🚫 ($disable)
Hanging Out With a Gamer Girl | Nanami Ousaka 🚫 ($disable)
Hatarakanai Futari | Haruko Ishii
Hatarakanai Futari | Mamoru Ishii
Hayaku Shitai Futari | Yuuri Hasegawa 🚫 ($disable)
Heat the Pig Liver | Jess (HPL)
Hige wo Soru. Soshite Joshikosei wo Hiro. | Yoshida 🚫 ($disable)
Hiiragi-san Chi no Kyuuketsu Jijou | Yukie Hiiragi 🚫 ($disable)
Hikikomari Kyuuketsuki no Monmon | Terakomari Gandezblood
Hikikomari Kyuuketsuki no Monmon | Villhaze
Himawari-san | Himawari-san 🚫 ($disable)
Himawari-san | Matsuri Kazamatsuri 🚫 ($disable)
Himawari-san | Yuu Meigetsu 🚫 ($disable)
Hino-san no Baka | Koharu Koguma 🚫 ($disable)
Hino-san no Baka | Nagisa Hino 🚫 ($disable)
Hirayasumi | Akarin (Hirayasumi) 🚫 ($disable)
Hirayasumi | Hiroto Ikuta 🚫 ($disable)
Honey Lemon Soda | Uka Ishimori 🚫 ($disable)
I Want To Be Close | Miyazen 🚫 ($disable)
I'm Only a Stepmother, but My Daughter Is Just So Cute! | Abigail Friedkin 🚫 ($disable)
Ice Guy and the Cool Female Colleague | Himuro
Ice Guy and the Cool Female Colleague | Minji Fuyutsuki
Ichaicha Suruto Okane ga Wai Chau Danjo no Hanashi | Aki Houjou 🚫 ($disable)
Ijimeru Yabai Yatsu | Aoyama-san 🚫 ($disable)
Ijimeru Yabai Yatsu | Midorida-san 🚫 ($disable)
Ijimeru Yabai Yatsu | Shirosaki-san 🚫 ($disable)
Imouto no Tomodachi ga Nani Kangaeteru no ka Wakaranai | Tsuyu Amemiya
Kaibutsu Maid no Kareinaru Oshigoto | Ivy (KMKO) 🚫 ($disable)
Kaibutsu Maid no Kareinaru Oshigoto | Rose (KMKO) 🚫 ($disable)
Kaibutsu Maid no Kareinaru Oshigoto | Sumire (KMKO) 🚫 ($disable)
Kaiju #8 | Iharu Furuhashi
Kaiju #8 | Kaiju No. 9
Kaiju #8 | Kikoru Shinomiya
Kaiju #8 | Mina Ashiro
Kaiju #8 | Soshiro Hoshina
Kaoru Hana Wa Rin To Saku | Wanagi Kaoru 🚫 ($disable)
Kawaii dake ja Nai Shikimori-san | Hachimitsu 🚫 ($disable)
Kawaii dake ja Nai Shikimori-san | Izumi-kun 🚫 ($disable)
Kawaii dake ja Nai Shikimori-san | Nekozaki 🚫 ($disable)
Kawaii dake ja Nai Shikimori-san | Shikimori-san 🚫 ($disable)
Kekkon Surutte, Hontou desu ka?: 365 Days to the Wedding | Takuya Oohara 🚫 ($disable)
Kimi ga Shinu Made Koi wo Shitai | Ari Modo 🚫 ($disable)
Kimi ga Shinu Made Koi wo Shitai | Mimi Kagari 🚫 ($disable)
Kimi ga Shinu Made Koi wo Shitai | Seiran Riji 🚫 ($disable)
Kimi ga Shinu Made Koi wo Shitai | Shiina Totsuki 🚫 ($disable)
Kingdom | Ei Sei 🚫 ($disable)
Kingdom | Ka Rin 🚫 ($disable)
Kingdom | Ka Ryo Ten 🚫 ($disable)
Kingdom | Kaine (Kingdom) 🚫 ($disable)
Kingdom | Kitari 🚫 ($disable)
Kingdom | Kou (Kingdom) 🚫 ($disable)
Kingdom | Kyou 🚫 ($disable)
Kingdom | Kyou Kai 🚫 ($disable)
Kingdom | Kyou Shou 🚫 ($disable)
Kingdom | Ou Ki 🚫 ($disable)
Kingdom | Queen Mother 🚫 ($disable)
Kingdom | Shi Ka 🚫 ($disable)
Kingdom | Shin Li 🚫 ($disable)
Kingdom | Yo Tan Wa 🚫 ($disable)
Kirei ni Shitemoraemasu ka. | Asami Yogara 🚫 ($disable)
Kirei ni Shitemoraemasu ka. | Kuriru Wakasagi 🚫 ($disable)
Kirei ni Shitemoraemasu ka. | Wakana Kinme 🚫 ($disable)
Koko wa Ima kara Rinri desu. | Takayanagi
Koroshi Ai | Chateau Dankworth 🚫 ($disable)
Koroshi Ai | Ryang-ha Song 🚫 ($disable)
Kouga-san no Kamiguse | Kotoha Kouga
Kowloon Generic Romance | Hajime Kudou 🚫 ($disable)
Kowloon Generic Romance | Reiko Kujirai 🚫 ($disable)
Kuchi ga Saketemo Kimi Niwa | Miroku-san 🚫 ($disable)
Kunoichi Tsubaki no Mune no Uchi | Benisumomo 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Hinagiku 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Kikyou (KT) 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Mokuren (KT) 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Rindou (KT) 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Sazanka (KT) 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Tsubaki (KT) 🚫 ($serverdisable)
Kunoichi Tsubaki no Mune no Uchi | Uikyou 🚫 ($serverdisable)
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai | Asahi Shonan 🚫 ($disable)
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai | Medaka Kuroiwa 🚫 ($disable)
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai | Mona Kawai 🚫 ($disable)
Kusuriya no Hitorigoto | Aduo 🚫 ($disable)
Kusuriya no Hitorigoto | Gyokuyou 🚫 ($disable)
Kusuriya no Hitorigoto | Jinshi 🚫 ($disable)
Kusuriya no Hitorigoto | Rifa 🚫 ($disable)
Kusuriya no Hitorigoto | Riishu 🚫 ($disable)
Kusuriya no Hitorigoto | Rouran 🚫 ($disable)
Maiko-san Chi no Makanai-san | Kenta Nakanowatari 🚫 ($disable)
Maiko-san Chi no Makanai-san | Kiyo Nozuki 🚫 ($disable)
Maiko-san Chi no Makanai-san | Sumire Herai 🚫 ($disable)
Maji de Tsukiau 15-pun mae | Nao (15min)
Maji de Tsukiau 15-pun mae | Natsuha
Maji de Tsukiau 15-pun mae | Yuuki (15min)
Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii? | Valefor
Mashiro no Oto | Seiryuu Kamiki 🚫 ($disable)
Mashiro no Oto | Setsu Sawamura 🚫 ($disable)
Mashiro no Oto | Shuri Maeda 🚫 ($disable)
Mashiro no Oto | Umeko Sawamura 🚫 ($disable)
Mashiro no Oto | Yui Yamazato 🚫 ($disable)
Mashiro no Oto | Yuna Tachiki 🚫 ($disable)
Megami no Café Terrace | Akane Hououji 🚫 ($disable)
Megami no Café Terrace | Ami Tsuruga 🚫 ($disable)
Megami no Café Terrace | Ouka Makuzawa 🚫 ($disable)
Megami no Café Terrace | Riho Tsukishima 🚫 ($disable)
Megami no Café Terrace | Shiragiku Ono 🚫 ($disable)
Meguro-san wa Hajimete Janai | Saki Meguro 🚫 ($disable)
Mijuku na Futari de Gozaimasu ga | Sumika Saeki 🚫 ($disable)
Mobuko no Koi | Nobuko Tanaka
My New Wife is Forcing Herself to Smile | Chiyo Yui 🚫 ($disable)
My New Wife is Forcing Herself to Smile | Soujirou Yui 🚫 ($disable)
New Normal | Emi Natsuki
New Normal | Erika Hinata
Niehime to Kemono no Ou | Saliphie 🚫 ($disable)
Odoriba ni Skirt ga naru | Kiki Haruma 🚫 ($disable)
Odoriba ni Skirt ga naru | Michiru Toribami 🚫 ($disable)
Ojii-san to Obaa-san ga Wakigaetta Hanashi | Baa-sama
Onna Doushi to ka Arienai deshou to Iiharu Onna no ko wo, Hyakunichi kan de Tetteiteki ni Otosu Yuri no Ohanashi | Aya Fuwa 🚫 ($disable)
Onna Doushi to ka Arienai deshou to Iiharu Onna no ko wo, Hyakunichi kan de Tetteiteki ni Otosu Yuri no Ohanashi | Marika Sakakibara 🚫 ($disable)
Otome Monster Caramelize | Arata Minami 🚫 ($disable)
Otome no Teikoku | Ai Okayama 🚫 ($disable)
Otome no Teikoku | Airi Mitahara 🚫 ($disable)
Otome no Teikoku | Alicia Somerset 🚫 ($disable)
Otome no Teikoku | Ayano Kujou 🚫 ($disable)
Otome no Teikoku | Chie Kamizono 🚫 ($disable)
Otome no Teikoku | Ena Nonomiya 🚫 ($disable)
Otome no Teikoku | Haruka Nanasawa 🚫 ($disable)
Otome no Teikoku | Honoka Yamada 🚫 ($disable)
Otome no Teikoku | Kanae Onoda 🚫 ($disable)
Otome no Teikoku | Kaoru Yamada 🚫 ($disable)
Otome no Teikoku | Mahiro Ooshita 🚫 ($disable)
Otome no Teikoku | Mahiru Ogu 🚫 ($disable)
Otome no Teikoku | Mask-senpai 🚫 ($disable)
Otome no Teikoku | Michiru Hosokawa 🚫 ($disable)
Otome no Teikoku | Mio Ichinose (OnT) 🚫 ($disable)
Otome no Teikoku | Miyoshi Sakurai 🚫 ($disable)
Otome no Teikoku | Shizuka Asami 🚫 ($disable)
Otome no Teikoku | Yumimi 🚫 ($disable)
Otonari ni Ginga | Shiori Goshiki 🚫 ($disable)
Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken | Amane Fujimiya
Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken | Mahiru Shiina
Ou no Kemono | Rangetsu Ko 🚫 ($disable)
Please Go Home, Akutsu-san! | Riko Akutsu 🚫 ($disable)
Puniru wa Kawaii Slime | Puniru
Ramen Daisuki Koizumi-san | Jun Takahashi
Ramen Daisuki Koizumi-san | Koizumi
Relentlessly Approaching the Poison-tongued and Indifferent Beauty to Tickle the Cutesy Reactions out of Her | Shirogane Koyuki 🚫 ($disable)
Sachi-iro no One Room | Sachi 🚫 ($disable)
Sachi-iro no One Room | Yashiro Ryotaro 🚫 ($disable)
Sanpakugan-chan no Ohanashi | Amane Mizuno 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Aki Mizuguchi 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Hajime Amasawa 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Himari Kino 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Kaori Tachibana 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Kyou (SYKU) 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Mari Tsutsui (SYKU) 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Miki Mizuguchi 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Momoka Satomiya 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Shiho Izumi 🚫 ($disable)
Sasayaku You ni Koi wo Utau | Yori Asanagi 🚫 ($disable)
Seibetsu 'Mona Lisa' no Kimi e. | Hinase Arima 🚫 ($disable)
Sekai de Ichiban Oppai ga Suki! | Harumi Hana
Sekai de Ichiban Oppai ga Suki! | Ichihara Chiaki
Semelparous | Aritsugu Torino 🚫 ($disable)
Semelparous | Kaminoi Youko 🚫 ($disable)
Semelparous | Kaori Toudou 🚫 ($disable)
Semelparous | Tobari Ryuuzaki 🚫 ($disable)
Senpai wa Otokonoko | Aoi Saki 🚫 ($disable)
Senpai wa Otokonoko | Makoto Hanaoka 🚫 ($disable)
She is Still Cute Today | Cang Shu 🚫 ($disable)
She is Still Cute Today | Cui Xin 🚫 ($disable)
She is Still Cute Today | Qi Lin 🚫 ($disable)
She is Still Cute Today | Wang Hang 🚫 ($disable)
She May Not Be Cute | Xia An Ran 🚫 ($disable)
Shimekiri Mae niwa Yuri ga Hakadoru | Ayu Shirokawa 🚫 ($disable)
Shimekiri Mae niwa Yuri ga Hakadoru | Hikari Kairou 🚫 ($disable)
Shinmai Shimai no Futari Gohan | Ayari Tsukishiro
Shinmai Shimai no Futari Gohan | Sachi Tsukishiro
Shiotaiou no Satou-san ga Ore ni dake Amai | Satou Koharu 🚫 ($disable)
Shishunki-chan no Shitsukekata | Kanon Shiratori 🚫 ($disable)
Skip to Loafer | Mitsumi Iwakura 🚫 ($disable)
Skip to Loafer | Sousuke Shima 🚫 ($disable)
Sore wa Rei no Shiwaza desu | Kyouko Kirishima 🚫 ($disable)
Soredemo Ayumu wa Yosetekuru | Ayumu Tanaka 🚫 ($disable)
Soredemo Ayumu wa Yosetekuru | Rin Kagawa 🚫 ($disable)
Soredemo Ayumu wa Yosetekuru | Sakurako Mikage 🚫 ($disable)
Tadaima, Okaeri | Hikari Fujiyoshi
Tadokoro-san | Kageko Tadokoro
Tadokoro-san | Sakurako Nikaidou
Tensei Kyuuketsuki-san wa Ohirune ga Shitai | Argento Vampir
Tensei Kyuuketsuki-san wa Ohirune ga Shitai | Felnoute Laila
Tensei Kyuuketsuki-san wa Ohirune ga Shitai | Kuzuha (TKOS)
The Beginning After the End | Arthur Leywin 🚫 ($disable)
The Beginning After the End | Jasmine Flamesworth 🚫 ($disable)
The Beginning After the End | Kathyln Glayder 🚫 ($disable)
The Beginning After the End | Tessia Eralith 🚫 ($disable)
The Boxer | Carmen (TB) 🚫 ($disable)
The Boxer | Yuto Takeda 🚫 ($disable)
The Mute Girl and Her New Friend | Kikuno Kokosaki 🚫 ($disable)
The Mute Girl and Her New Friend | Midori Nakamura 🚫 ($disable)
The Mute Girl and Her New Friend | Oto Mashiro 🚫 ($disable)
The Mute Girl and Her New Friend | Saku Narashino 🚫 ($disable)
Tsukiatte Agete Mo Ii Ka Na | Miwa Inuzuka 🚫 ($disable)
Tsukiatte Agete Mo Ii Ka Na | Saeko Endou 🚫 ($disable)
Tsuri Komachi | Marimo Tateyama 🚫 ($disable)
Watashi no Shiranai, Senpai no 100-ko no Koto | Maharu Yoneyama 🚫 ($disable)
Watashi wo Tabetai, Hitodenashi | Hinako Yaotose 🚫 ($disable)
Watashi wo Tabetai, Hitodenashi | Shiori Oumi 🚫 ($disable)
Witch Watch | Nico Wakatsuki
Yaiteru Futari | Chihiro Fukuyama 🚫 ($disable)
Yancha Gal no Anjou-san | Anna Anjou
Yancha Gal no Anjou-san | Chita
Yancha Gal no Anjou-san | Seto (YGnA)
Yancha Gal no Anjou-san | Toyoda
Yankee-kun to Hakujou Girl | Morio Kurokawa 🚫 ($disable)
